h,0,totalCurrent,gyro,motorSpeedLeft,motorSpeedRight,motorRoller,batteryVoltage,pdpTemp,accelX,accelY,accelZ,current1,current2,current3,current14,current15
d,897,2424930.0,2424930.0,2424931.0,2424931.0,2424931.0,2424931.0,2424931.0,2424931.0,2424931.0,2424931.0,2424931.0,2424931.0,2424931.0,2424932.0,2424932.0
d,898,2427255.0,2427255.0,2427255.0,2427255.0,2427255.0,2427255.0,2427255.0,2427255.0,2427255.0,2427255.0,2427255.0,2427255.0,2427255.0,2427255.0,2427255.0
d,899,2429855.0,2429855.0,2429856.0,2429856.0,2429856.0,2429856.0,2429856.0,2429856.0,2429856.0,2429856.0,2429856.0,2429856.0,2429856.0,2429856.0,2429856.0
d,901,2435919.0,2435919.0,2435920.0,2435920.0,2435920.0,2435920.0,2435920.0,2435920.0,2435920.0,2435920.0,2435920.0,2435920.0,2435920.0,2435920.0,2435920.0
d,902,2438725.0,2438725.0,2438726.0,2438726.0,2438726.0,2438726.0,2438727.0,2438727.0,2438727.0,2438727.0,2438727.0,2438727.0,2438727.0,2438727.0,2438727.0
d,903,2441592.0,2441593.0,2441593.0,2441593.0,2441593.0,2441593.0,2441593.0,2441593.0,2441593.0,2441593.0,2441593.0,2441593.0,2441594.0,2441594.0,2441594.0
d,904,2444609.0,2444609.0,2444610.0,2444610.0,2444610.0,2444610.0,2444610.0,2444610.0,2444610.0,2444610.0,2444610.0,2444610.0,2444610.0,2444610.0,2444610.0
d,905,2446505.0,2446506.0,2446507.0,2446507.0,2446507.0,2446507.0,2446507.0,2446507.0,2446507.0,2446507.0,2446507.0,2446507.0,2446507.0,2446507.0,2446507.0
d,906,2449393.0,2449393.0,2449394.0,2449394.0,2449394.0,2449394.0,2449394.0,2449394.0,2449394.0,2449394.0,2449394.0,2449394.0,2449394.0,2449394.0,2449394.0
d,907,2451836.0,2451836.0,2451837.0,2451837.0,2451837.0,2451837.0,2451837.0,2451837.0,2451837.0,2451837.0,2451837.0,2451837.0,2451837.0,2451837.0,2451837.0
d,908,2454365.0,2454365.0,2454365.0,2454365.0,2454365.0,2454365.0,2454365.0,2454365.0,2454365.0,2454365.0,2454365.0,2454365.0,2454365.0,2454365.0,2454365.0
d,909,2457333.0,2457333.0,2457333.0,2457333.0,2457333.0,2457333.0,2457333.0,2457333.0,2457333.0,2457333.0,2457333.0,2457333.0,2457333.0,2457333.0,2457333.0
d,910,2459572.0,2459572.0,2459572.0,2459572.0,2459572.0,2459572.0,2459572.0,2459572.0,2459572.0,2459572.0,2459572.0,2459572.0,2459572.0,2459572.0,2459572.0
d,911,2462713.0,2462713.0,2462713.0,2462714.0,2462714.0,2462714.0,2462714.0,2462714.0,2462714.0,2462714.0,2462714.0,2462714.0,2462714.0,2462714.0,2462714.0
d,912,2465190.0,2465190.0,2465191.0,2465191.0,2465191.0,2465192.0,2465192.0,2465192.0,2465192.0,2465192.0,2465192.0,2465192.0,2465192.0,2465192.0,2465192.0
d,913,2467790.0,2467790.0,2467790.0,2467790.0,2467790.0,2467790.0,2467790.0,2467790.0,2467790.0,2467790.0,2467790.0,2467790.0,2467790.0,2467790.0,2467790.0
d,914,2470353.0,2470353.0,2470354.0,2470354.0,2470354.0,2470354.0,2470354.0,2470354.0,2470354.0,2470354.0,2470354.0,2470354.0,2470354.0,2470354.0,2470354.0
d,915,2473354.0,2473354.0,2473354.0,2473354.0,2473354.0,2473354.0,2473354.0,2473354.0,2473354.0,2473354.0,2473354.0,2473354.0,2473354.0,2473354.0,2473354.0
d,916,2475428.0,2475428.0,2475429.0,2475429.0,2475429.0,2475429.0,2475429.0,2475429.0,2475429.0,2475429.0,2475429.0,2475429.0,2475429.0,2475429.0,2475429.0
d,917,2478313.0,2478313.0,2478313.0,2478313.0,2478313.0,2478313.0,2478313.0,2478313.0,2478313.0,2478313.0,2478313.0,2478313.0,2478313.0,2478313.0,2478313.0
d,918,2480640.0,2480641.0,2480641.0,2480641.0,2480641.0,2480641.0,2480641.0,2480642.0,2480642.0,2480642.0,2480642.0,2480642.0,2480642.0,2480642.0,2480642.0
d,919,2483277.0,2483277.0,2483277.0,2483277.0,2483277.0,2483277.0,2483277.0,2483277.0,2483277.0,2483277.0,2483277.0,2483277.0,2483277.0,2483277.0,2483277.0
d,920,2485922.0,2485922.0,2485922.0,2485922.0,2485922.0,2485922.0,2485922.0,2485922.0,2485922.0,2485922.0,2485922.0,2485922.0,2485922.0,2485922.0,2485922.0
d,921,2488751.0,2488751.0,2488751.0,2488751.0,2488751.0,2488751.0,2488751.0,2488751.0,2488751.0,2488751.0,2488751.0,2488751.0,2488751.0,2488751.0,2488751.0
d,922,2491727.0,2491727.0,2491727.0,2491728.0,2491728.0,2491728.0,2491728.0,2491728.0,2491728.0,2491728.0,2491728.0,2491728.0,2491728.0,2491728.0,2491728.0
d,923,2494868.0,2494869.0,2494869.0,2494869.0,2494869.0,2494869.0,2494869.0,2494869.0,2494869.0,2494869.0,2494869.0,2494870.0,2494870.0,2494870.0,2494870.0
d,924,2497173.0,2497173.0,2497174.0,2497174.0,2497174.0,2497174.0,2497174.0,2497174.0,2497174.0,2497174.0,2497175.0,2497175.0,2497175.0,2497175.0,2497175.0
d,925,2500116.0,2500116.0,2500117.0,2500117.0,2500117.0,2500117.0,2500117.0,2500117.0,2500117.0,2500117.0,2500117.0,2500117.0,2500117.0,2500117.0,2500117.0
d,926,2502731.0,2502731.0,2502731.0,2502731.0,2502731.0,2502731.0,2502731.0,2502731.0,2502731.0,2502731.0,2502731.0,2502731.0,2502731.0,2502731.0,2502731.0
d,927,2505218.0,2505218.0,2505218.0,2505218.0,2505218.0,2505218.0,2505218.0,2505218.0,2505218.0,2505218.0,2505218.0,2505218.0,2505218.0,2505218.0,2505218.0
d,928,2507997.0,2507997.0,2507997.0,2507997.0,2507998.0,2507998.0,2507998.0,2507998.0,2507998.0,2507998.0,2507998.0,2507998.0,2507998.0,2507998.0,2507998.0
d,929,2510246.0,2510246.0,2510246.0,2510246.0,2510246.0,2510246.0,2510246.0,2510247.0,2510247.0,2510247.0,2510247.0,2510247.0,2510247.0,2510247.0,2510247.0
d,930,2513546.0,2513546.0,2513546.0,2513546.0,2513546.0,2513546.0,2513546.0,2513546.0,2513546.0,2513546.0,2513546.0,2513546.0,2513546.0,2513546.0,2513546.0
d,931,2516054.0,2516054.0,2516054.0,2516054.0,2516055.0,2516055.0,2516055.0,2516055.0,2516055.0,2516055.0,2516055.0,2516055.0,2516055.0,2516055.0,2516055.0
d,932,2519049.0,2519049.0,2519049.0,2519049.0,2519049.0,2519049.0,2519049.0,2519049.0,2519049.0,2519049.0,2519049.0,2519049.0,2519049.0,2519049.0,2519049.0
d,933,2522182.0,2522182.0,2522183.0,2522183.0,2522183.0,2522183.0,2522183.0,2522183.0,2522183.0,2522183.0,2522183.0,2522183.0,2522183.0,2522183.0,2522183.0
d,934,2524259.0,2524259.0,2524260.0,2524260.0,2524260.0,2524260.0,2524260.0,2524260.0,2524260.0,2524260.0,2524260.0,2524260.0,2524260.0,2524260.0,2524260.0
d,935,2527397.0,2527397.0,2527397.0,2527397.0,2527397.0,2527397.0,2527397.0,2527397.0,2527397.0,2527397.0,2527397.0,2527397.0,2527397.0,2527397.0,2527397.0
d,936,2529379.0,2529379.0,2529379.0,2529379.0,2529379.0,2529379.0,2529379.0,2529379.0,2529379.0,2529379.0,2529379.0,2529379.0,2529379.0,2529379.0,2529379.0
d,937,2532278.0,2532279.0,2532280.0,2532280.0,2532280.0,2532280.0,2532280.0,2532280.0,2532280.0,2532280.0,2532280.0,2532280.0,2532280.0,2532280.0,2532280.0
d,938,2534727.0,2534728.0,2534729.0,2534729.0,2534729.0,2534729.0,2534729.0,2534729.0,2534729.0,2534729.0,2534729.0,2534729.0,2534729.0,2534729.0,2534729.0
d,939,2537794.0,2537794.0,2537795.0,2537795.0,2537795.0,2537795.0,2537795.0,2537795.0,2537795.0,2537795.0,2537795.0,2537795.0,2537795.0,2537795.0,2537796.0
d,940,2540858.0,2540858.0,2540859.0,2540859.0,2540859.0,2540859.0,2540859.0,2540859.0,2540859.0,2540859.0,2540859.0,2540859.0,2540859.0,2540859.0,2540860.0
d,941,2543392.0,2543392.0,2543393.0,2543393.0,2543393.0,2543393.0,2543393.0,2543393.0,2543393.0,2543393.0,2543393.0,2543393.0,2543393.0,2543393.0,2543393.0
d,942,2546811.0,2546811.0,2546812.0,2546812.0,2546812.0,2546812.0,2546812.0,2546812.0,2546812.0,2546813.0,2546813.0,2546813.0,2546813.0,2546813.0,2546813.0
d,943,2549084.0,2549084.0,2549084.0,2549084.0,2549084.0,2549085.0,2549085.0,2549085.0,2549085.0,2549085.0,2549085.0,2549085.0,2549085.0,2549085.0,2549085.0
d,944,2552077.0,2552077.0,2552077.0,2552077.0,2552077.0,2552077.0,2552077.0,2552077.0,2552077.0,2552077.0,2552077.0,2552077.0,2552077.0,2552077.0,2552077.0
d,945,2554928.0,2554928.0,2554928.0,2554928.0,2554928.0,2554928.0,2554928.0,2554928.0,2554928.0,2554928.0,2554928.0,2554928.0,2554928.0,2554928.0,2554928.0
d,946,2557968.0,2557968.0,2557969.0,2557969.0,2557969.0,2557969.0,2557969.0,2557969.0,2557969.0,2557969.0,2557969.0,2557969.0,2557969.0,2557969.0,2557969.0
d,947,2560921.0,2560922.0,2560922.0,2560922.0,2560922.0,2560922.0,2560922.0,2560922.0,2560922.0,2560922.0,2560922.0,2560922.0,2560922.0,2560922.0,2560922.0
d,948,2563056.0,2563057.0,2563058.0,2563058.0,2563058.0,2563058.0,2563058.0,2563058.0,2563058.0,2563058.0,2563058.0,2563058.0,2563058.0,2563058.0,2563058.0
d,949,2566163.0,2566163.0,2566163.0,2566163.0,2566163.0,2566163.0,2566163.0,2566163.0,2566163.0,2566163.0,2566163.0,2566163.0,2566163.0,2566163.0,2566163.0
d,950,2569203.0,2569203.0,2569203.0,2569203.0,2569203.0,2569203.0,2569203.0,2569203.0,2569203.0,2569203.0,2569203.0,2569204.0,2569204.0,2569204.0,2569204.0
d,951,2571776.0,2571776.0,2571776.0,2571776.0,2571776.0,2571776.0,2571776.0,2571776.0,2571776.0,2571776.0,2571776.0,2571776.0,2571776.0,2571776.0,2571776.0
d,952,2574605.0,2574606.0,2574606.0,2574606.0,2574607.0,2574607.0,2574607.0,2574607.0,2574607.0,2574607.0,2574607.0,2574607.0,2574607.0,2574607.0,2574607.0
d,953,2577420.0,2577420.0,2577421.0,2577421.0,2577421.0,2577421.0,2577421.0,2577421.0,2577421.0,2577421.0,2577421.0,2577421.0,2577421.0,2577421.0,2577421.0
d,954,2580276.0,2580276.0,2580276.0,2580276.0,2580276.0,2580276.0,2580276.0,2580276.0,2580276.0,2580276.0,2580276.0,2580276.0,2580276.0,2580276.0,2580276.0
d,955,2582554.0,2582554.0,2582555.0,2582555.0,2582555.0,2582555.0,2582555.0,2582555.0,2582556.0,2582556.0,2582556.0,2582556.0,2582556.0,2582556.0,2582556.0
d,956,2584966.0,2584967.0,2584967.0,2584967.0,2584967.0,2584967.0,2584967.0,2584967.0,2584967.0,2584967.0,2584967.0,2584967.0,2584967.0,2584967.0,2584967.0
d,957,2587788.0,2587788.0,2587789.0,2587789.0,2587789.0,2587789.0,2587789.0,2587789.0,2587789.0,2587789.0,2587789.0,2587789.0,2587789.0,2587789.0,2587789.0
d,958,2590471.0,2590472.0,2590473.0,2590473.0,2590473.0,2590473.0,2590473.0,2590473.0,2590473.0,2590473.0,2590473.0,2590473.0,2590473.0,2590473.0,2590473.0
d,959,2593196.0,2593197.0,2593197.0,2593197.0,2593197.0,2593197.0,2593197.0,2593197.0,2593198.0,2593198.0,2593198.0,2593198.0,2593198.0,2593198.0,2593198.0
d,960,2595668.0,2595668.0,2595668.0,2595668.0,2595668.0,2595668.0,2595668.0,2595668.0,2595668.0,2595668.0,2595668.0,2595668.0,2595668.0,2595668.0,2595668.0
d,961,2598687.0,2598687.0,2598688.0,2598688.0,2598688.0,2598688.0,2598688.0,2598688.0,2598688.0,2598688.0,2598688.0,2598688.0,2598688.0,2598688.0,2598688.0
d,962,2601292.0,2601292.0,2601293.0,2601293.0,2601293.0,2601293.0,2601293.0,2601293.0,2601293.0,2601293.0,2601293.0,2601293.0,2601293.0,2601293.0,2601293.0
d,963,2604059.0,2604059.0,2604059.0,2604059.0,2604059.0,2604059.0,2604059.0,2604059.0,2604059.0,2604059.0,2604059.0,2604059.0,2604059.0,2604059.0,2604059.0
d,964,2607176.0,2607176.0,2607176.0,2607176.0,2607176.0,2607176.0,2607176.0,2607176.0,2607176.0,2607176.0,2607176.0,2607176.0,2607176.0,2607176.0,2607176.0
d,965,2609861.0,2609862.0,2609862.0,2609863.0,2609863.0,2609863.0,2609863.0,2609863.0,2609863.0,2609863.0,2609863.0,2609863.0,2609863.0,2609863.0,2609863.0
d,966,2612862.0,2612862.0,2612862.0,2612862.0,2612862.0,2612862.0,2612862.0,2612862.0,2612862.0,2612862.0,2612862.0,2612862.0,2612862.0,2612862.0,2612862.0
d,967,2615119.0,2615120.0,2615120.0,2615120.0,2615120.0,2615120.0,2615120.0,2615120.0,2615120.0,2615120.0,2615120.0,2615120.0,2615120.0,2615121.0,2615121.0
d,968,2618022.0,2618022.0,2618022.0,2618022.0,2618022.0,2618022.0,2618022.0,2618022.0,2618022.0,2618022.0,2618022.0,2618022.0,2618022.0,2618022.0,2618022.0
d,969,2620639.0,2620639.0,2620639.0,2620639.0,2620639.0,2620639.0,2620639.0,2620639.0,2620639.0,2620640.0,2620640.0,2620640.0,2620640.0,2620640.0,2620640.0
d,970,2623633.0,2623633.0,2623634.0,2623634.0,2623634.0,2623634.0,2623634.0,2623634.0,2623634.0,2623634.0,2623634.0,2623634.0,2623634.0,2623634.0,2623634.0
d,971,2626686.0,2626686.0,2626687.0,2626687.0,2626687.0,2626687.0,2626687.0,2626687.0,2626687.0,2626687.0,2626687.0,2626687.0,2626687.0,2626687.0,2626687.0
d,972,2629674.0,2629675.0,2629676.0,2629676.0,2629676.0,2629676.0,2629676.0,2629676.0,2629676.0,2629676.0,2629676.0,2629676.0,2629676.0,2629676.0,2629676.0
d,973,2632661.0,2632662.0,2632662.0,2632662.0,2632662.0,2632662.0,2632662.0,2632662.0,2632663.0,2632663.0,2632663.0,2632663.0,2632663.0,2632663.0,2632663.0
d,974,2635441.0,2635442.0,2635443.0,2635443.0,2635443.0,2635443.0,2635443.0,2635443.0,2635443.0,2635443.0,2635443.0,2635443.0,2635443.0,2635444.0,2635444.0
d,975,2638595.0,2638595.0,2638596.0,2638596.0,2638596.0,2638596.0,2638596.0,2638596.0,2638596.0,2638596.0,2638596.0,2638596.0,2638596.0,2638596.0,2638596.0
d,976,2640842.0,2640842.0,2640842.0,2640842.0,2640842.0,2640842.0,2640842.0,2640842.0,2640842.0,2640842.0,2640842.0,2640842.0,2640842.0,2640842.0,2640842.0
d,977,2643940.0,2643940.0,2643940.0,2643940.0,2643940.0,2643940.0,2643940.0,2643940.0,2643940.0,2643940.0,2643940.0,2643940.0,2643940.0,2643940.0,2643940.0
d,978,2646223.0,2646223.0,2646224.0,2646224.0,2646224.0,2646224.0,2646224.0,2646224.0,2646225.0,2646225.0,2646225.0,2646225.0,2646225.0,2646225.0,2646225.0
d,979,2649086.0,2649086.0,2649086.0,2649086.0,2649086.0,2649086.0,2649086.0,2649086.0,2649086.0,2649086.0,2649086.0,2649086.0,2649086.0,2649086.0,2649086.0
d,980,2651995.0,2651995.0,2651996.0,2651996.0,2651996.0,2651996.0,2651996.0,2651996.0,2651996.0,2651996.0,2651996.0,2651996.0,2651996.0,2651996.0,2651996.0
d,981,2654286.0,2654286.0,2654286.0,2654286.0,2654286.0,2654286.0,2654286.0,2654286.0,2654286.0,2654286.0,2654286.0,2654286.0,2654286.0,2654286.0,2654286.0
d,982,2656871.0,2656872.0,2656873.0,2656873.0,2656873.0,2656873.0,2656873.0,2656873.0,2656873.0,2656873.0,2656873.0,2656873.0,2656873.0,2656873.0,2656873.0
d,983,2659200.0,2659200.0,2659200.0,2659200.0,2659200.0,2659200.0,2659200.0,2659200.0,2659200.0,2659200.0,2659200.0,2659204.0,2659204.0,2659204.0,2659204.0
d,984,2662418.0,2662418.0,2662418.0,2662418.0,2662418.0,2662418.0,2662418.0,2662418.0,2662418.0,2662418.0,2662418.0,2662418.0,2662418.0,2662418.0,2662418.0
d,985,2665228.0,2665229.0,2665229.0,2665229.0,2665230.0,2665230.0,2665230.0,2665230.0,2665230.0,2665230.0,2665230.0,2665230.0,2665230.0,2665230.0,2665230.0
d,986,2667420.0,2667420.0,2667421.0,2667421.0,2667421.0,2667421.0,2667421.0,2667421.0,2667421.0,2667421.0,2667421.0,2667421.0,2667421.0,2667421.0,2667421.0
d,987,2669568.0,2669569.0,2669570.0,2669570.0,2669570.0,2669570.0,2669570.0,2669570.0,2669570.0,2669570.0,2669570.0,2669570.0,2669570.0,2669570.0,2669570.0
d,988,2672044.0,2672044.0,2672045.0,2672045.0,2672045.0,2672045.0,2672045.0,2672045.0,2672045.0,2672045.0,2672045.0,2672045.0,2672045.0,2672045.0,2672045.0
d,989,2675139.0,2675139.0,2675139.0,2675139.0,2675139.0,2675139.0,2675139.0,2675139.0,2675139.0,2675139.0,2675139.0,2675139.0,2675139.0,2675139.0,2675139.0
d,990,2677312.0,2677312.0,2677312.0,2677312.0,2677312.0,2677312.0,2677312.0,2677312.0,2677312.0,2677312.0,2677312.0,2677312.0,2677312.0,2677312.0,2677312.0
d,991,2680204.0,2680204.0,2680204.0,2680204.0,2680204.0,2680204.0,2680204.0,2680204.0,2680204.0,2680204.0,2680204.0,2680204.0,2680204.0,2680204.0,2680204.0
d,992,2682483.0,2682483.0,2682483.0,2682483.0,2682483.0,2682483.0,2682483.0,2682483.0,2682483.0,2682483.0,2682483.0,2682483.0,2682483.0,2682483.0,2682483.0
d,993,2685169.0,2685169.0,2685170.0,2685170.0,2685170.0,2685170.0,2685170.0,2685170.0,2685170.0,2685171.0,2685171.0,2685171.0,2685171.0,2685171.0,2685171.0
d,994,2687480.0,2687480.0,2687480.0,2687480.0,2687480.0,2687480.0,2687480.0,2687480.0,2687480.0,2687480.0,2687480.0,2687480.0,2687480.0,2687480.0,2687480.0
d,995,2690464.0,2690464.0,2690464.0,2690464.0,2690464.0,2690464.0,2690464.0,2690464.0,2690465.0,2690465.0,2690465.0,2690465.0,2690465.0,2690465.0,2690465.0
d,996,2693364.0,2693364.0,2693366.0,2693366.0,2693366.0,2693366.0,2693366.0,2693366.0,2693366.0,2693366.0,2693366.0,2693366.0,2693366.0,2693366.0,2693366.0
d,997,2695539.0,2695539.0,2695539.0,2695539.0,2695539.0,2695539.0,2695539.0,2695539.0,2695539.0,2695539.0,2695539.0,2695539.0,2695539.0,2695539.0,2695539.0
d,998,2698958.0,2698958.0,2698958.0,2698958.0,2698958.0,2698958.0,2698958.0,2698958.0,2698958.0,2698958.0,2698958.0,2698958.0,2698958.0,2698958.0,2698958.0
d,999,2702132.0,2702132.0,2702132.0,2702132.0,2702132.0,2702132.0,2702132.0,2702132.0,2702132.0,2702132.0,2702132.0,2702132.0,2702132.0,2702132.0,2702133.0
