h,0,totalCurrent,gyro,motorSpeedLeft,motorSpeedRight,motorRoller,batteryVoltage,pdpTemp,accelX,accelY,accelZ,current1,current2,current3,current14,current15
d,748,2017933.0,2017933.0,2017933.0,2017933.0,2017933.0,2017933.0,2017933.0,2017933.0,2017933.0,2017933.0,2017933.0,2017933.0,2017933.0,2017933.0,2017933.0
d,749,2020698.0,2020698.0,2020698.0,2020698.0,2020698.0,2020698.0,2020698.0,2020698.0,2020698.0,2020698.0,2020698.0,2020698.0,2020698.0,2020698.0,2020698.0
d,750,2022655.0,2022655.0,2022655.0,2022655.0,2022655.0,2022655.0,2022655.0,2022655.0,2022655.0,2022655.0,2022655.0,2022655.0,2022655.0,2022655.0,2022655.0
d,751,2025806.0,2025806.0,2025807.0,2025807.0,2025807.0,2025807.0,2025807.0,2025807.0,2025807.0,2025807.0,2025807.0,2025807.0,2025807.0,2025807.0,2025807.0
d,752,2028319.0,2028320.0,2028320.0,2028320.0,2028320.0,2028320.0,2028321.0,2028321.0,2028321.0,2028321.0,2028321.0,2028321.0,2028321.0,2028321.0,2028321.0
d,753,2030882.0,2030882.0,2030882.0,2030882.0,2030882.0,2030882.0,2030882.0,2030882.0,2030882.0,2030882.0,2030882.0,2030882.0,2030882.0,2030882.0,2030882.0
d,754,2033969.0,2033970.0,2033971.0,2033971.0,2033971.0,2033971.0,2033971.0,2033971.0,2033971.0,2033971.0,2033971.0,2033971.0,2033971.0,2033971.0,2033971.0
d,755,2036596.0,2036596.0,2036596.0,2036596.0,2036597.0,2036597.0,2036597.0,2036597.0,2036597.0,2036597.0,2036597.0,2036597.0,2036597.0,2036597.0,2036597.0
d,756,2039983.0,2039983.0,2039984.0,2039984.0,2039984.0,2039984.0,2039984.0,2039984.0,2039984.0,2039984.0,2039984.0,2039984.0,2039985.0,2039985.0,2039985.0
d,757,2042731.0,2042732.0,2042733.0,2042733.0,2042733.0,2042733.0,2042733.0,2042733.0,2042733.0,2042733.0,2042733.0,2042733.0,2042733.0,2042733.0,2042733.0
d,758,2044706.0,2044706.0,2044706.0,2044706.0,2044706.0,2044706.0,2044706.0,2044706.0,2044706.0,2044706.0,2044706.0,2044706.0,2044706.0,2044706.0,2044706.0
d,759,2047796.0,2047796.0,2047796.0,2047796.0,2047796.0,2047796.0,2047796.0,2047797.0,2047797.0,2047797.0,2047797.0,2047797.0,2047797.0,2047797.0,2047797.0
d,760,2050386.0,2050386.0,2050387.0,2050387.0,2050387.0,2050387.0,2050387.0,2050387.0,2050387.0,2050387.0,2050387.0,2050387.0,2050388.0,2050388.0,2050388.0
d,761,2053004.0,2053004.0,2053004.0,2053004.0,2053004.0,2053004.0,2053004.0,2053004.0,2053004.0,2053004.0,2053004.0,2053004.0,2053004.0,2053004.0,2053004.0
d,762,2055642.0,2055643.0,2055643.0,2055643.0,2055644.0,2055644.0,2055644.0,2055644.0,2055644.0,2055644.0,2055644.0,2055644.0,2055644.0,2055644.0,2055644.0
d,763,2058846.0,2058846.0,2058847.0,2058847.0,2058847.0,2058847.0,2058847.0,2058847.0,2058847.0,2058847.0,2058847.0,2058847.0,2058847.0,2058847.0,2058847.0
d,764,2061267.0,2061267.0,2061267.0,2061267.0,2061267.0,2061267.0,2061267.0,2061267.0,2061267.0,2061267.0,2061267.0,2061267.0,2061267.0,2061267.0,2061267.0
d,765,2063679.0,2063679.0,2063679.0,2063679.0,2063679.0,2063679.0,2063679.0,2063679.0,2063679.0,2063679.0,2063679.0,2063679.0,2063679.0,2063679.0,2063679.0
d,766,2066821.0,2066821.0,2066821.0,2066821.0,2066821.0,2066821.0,2066821.0,2066821.0,2066821.0,2066821.0,2066821.0,2066821.0,2066821.0,2066821.0,2066821.0
d,767,2069710.0,2069711.0,2069712.0,2069712.0,2069712.0,2069712.0,2069712.0,2069712.0,2069712.0,2069713.0,2069713.0,2069713.0,2069713.0,2069713.0,2069713.0
d,768,2072636.0,2072636.0,2072636.0,2072636.0,2072636.0,2072636.0,2072636.0,2072636.0,2072636.0,2072636.0,2072636.0,2072636.0,2072636.0,2072636.0,2072636.0
d,769,2075672.0,2075672.0,2075673.0,2075673.0,2075673.0,2075673.0,2075673.0,2075673.0,2075673.0,2075673.0,2075673.0,2075673.0,2075673.0,2075673.0,2075673.0
d,770,2078147.0,2078147.0,2078148.0,2078149.0,2078150.0,2078150.0,2078150.0,2078150.0,2078150.0,2078150.0,2078150.0,2078150.0,2078150.0,2078150.0,2078150.0
d,771,2080463.0,2080464.0,2080465.0,2080465.0,2080465.0,2080465.0,2080465.0,2080465.0,2080465.0,2080465.0,2080465.0,2080465.0,2080465.0,2080465.0,2080465.0
d,772,2082860.0,2082861.0,2082862.0,2082862.0,2082862.0,2082862.0,2082862.0,2082862.0,2082862.0,2082862.0,2082862.0,2082862.0,2082862.0,2082862.0,2082862.0
d,773,2085593.0,2085593.0,2085593.0,2085593.0,2085593.0,2085593.0,2085593.0,2085593.0,2085593.0,2085593.0,2085593.0,2085593.0,2085593.0,2085593.0,2085593.0
d,774,2088066.0,2088067.0,2088067.0,2088068.0,2088068.0,2088068.0,2088068.0,2088068.0,2088068.0,2088068.0,2088068.0,2088068.0,2088068.0,2088068.0,2088068.0
d,775,2090822.0,2090822.0,2090822.0,2090822.0,2090822.0,2090822.0,2090822.0,2090822.0,2090822.0,2090822.0,2090822.0,2090822.0,2090822.0,2090824.0,2090824.0
d,776,2093516.0,2093516.0,2093516.0,2093516.0,2093516.0,2093516.0,2093516.0,2093516.0,2093516.0,2093516.0,2093516.0,2093516.0,2093516.0,2093516.0,2093516.0
d,777,2096660.0,2096660.0,2096660.0,2096660.0,2096660.0,2096660.0,2096660.0,2096660.0,2096660.0,2096660.0,2096660.0,2096660.0,2096660.0,2096660.0,2096660.0
d,778,2098969.0,2098969.0,2098970.0,2098970.0,2098970.0,2098970.0,2098970.0,2098970.0,2098970.0,2098970.0,2098970.0,2098970.0,2098970.0,2098971.0,2098971.0
d,779,2101796.0,2101796.0,2101796.0,2101796.0,2101796.0,2101796.0,2101796.0,2101796.0,2101796.0,2101796.0,2101796.0,2101796.0,2101796.0,2101796.0,2101796.0
d,780,2104911.0,2104911.0,2104911.0,2104911.0,2104911.0,2104911.0,2104911.0,2104911.0,2104911.0,2104911.0,2104911.0,2104911.0,2104911.0,2104911.0,2104911.0
d,781,2107035.0,2107036.0,2107036.0,2107036.0,2107036.0,2107036.0,2107036.0,2107036.0,2107037.0,2107037.0,2107037.0,2107037.0,2107037.0,2107037.0,2107037.0
d,782,2110175.0,2110176.0,2110176.0,2110176.0,2110176.0,2110176.0,2110176.0,2110176.0,2110176.0,2110176.0,2110176.0,2110176.0,2110176.0,2110176.0,2110176.0
d,783,2112997.0,2112997.0,2112997.0,2112997.0,2112997.0,2112997.0,2112997.0,2112997.0,2112997.0,2112997.0,2112997.0,2112997.0,2112997.0,2112997.0,2112997.0
d,784,2114926.0,2114926.0,2114927.0,2114927.0,2114927.0,2114927.0,2114927.0,2114927.0,2114927.0,2114927.0,2114927.0,2114927.0,2114927.0,2114928.0,2114928.0
d,785,2117116.0,2117116.0,2117116.0,2117116.0,2117117.0,2117117.0,2117117.0,2117117.0,2117117.0,2117117.0,2117117.0,2117117.0,2117117.0,2117117.0,2117117.0
d,786,2119999.0,2120000.0,2120000.0,2120000.0,2120001.0,2120001.0,2120001.0,2120001.0,2120001.0,2120001.0,2120001.0,2120001.0,2120001.0,2120001.0,2120001.0
d,787,2122959.0,2122959.0,2122959.0,2122959.0,2122959.0,2122959.0,2122959.0,2122959.0,2122959.0,2122959.0,2122959.0,2122959.0,2122959.0,2122959.0,2122959.0
d,788,2125280.0,2125280.0,2125280.0,2125280.0,2125280.0,2125280.0,2125280.0,2125280.0,2125280.0,2125280.0,2125280.0,2125280.0,2125280.0,2125280.0,2125280.0
d,789,2128157.0,2128157.0,2128157.0,2128157.0,2128157.0,2128157.0,2128157.0,2128157.0,2128157.0,2128157.0,2128157.0,2128157.0,2128157.0,2128157.0,2128157.0
d,790,2130343.0,2130343.0,2130343.0,2130343.0,2130343.0,2130343.0,2130343.0,2130343.0,2130343.0,2130343.0,2130343.0,2130343.0,2130343.0,2130343.0,2130343.0
d,791,2133215.0,2133216.0,2133217.0,2133217.0,2133217.0,2133217.0,2133217.0,2133217.0,2133217.0,2133217.0,2133217.0,2133217.0,2133217.0,2133217.0,2133217.0
d,792,2136260.0,2136260.0,2136260.0,2136260.0,2136260.0,2136260.0,2136260.0,2136260.0,2136260.0,2136260.0,2136260.0,2136260.0,2136260.0,2136260.0,2136260.0
d,793,2138721.0,2138721.0,2138721.0,2138721.0,2138721.0,2138721.0,2138721.0,2138721.0,2138721.0,2138721.0,2138721.0,2138721.0,2138721.0,2138721.0,2138721.0
d,794,2141637.0,2141638.0,2141638.0,2141638.0,2141638.0,2141639.0,2141639.0,2141639.0,2141639.0,2141639.0,2141639.0,2141639.0,2141639.0,2141639.0,2141639.0
d,795,2144654.0,2144655.0,2144655.0,2144655.0,2144655.0,2144656.0,2144656.0,2144656.0,2144656.0,2144656.0,2144656.0,2144656.0,2144656.0,2144656.0,2144656.0
d,796,2146912.0,2146912.0,2146912.0,2146912.0,2146912.0,2146912.0,2146912.0,2146912.0,2146912.0,2146912.0,2146912.0,2146912.0,2146912.0,2146912.0,2146912.0
d,797,2149689.0,2149690.0,2149691.0,2149691.0,2149691.0,2149691.0,2149691.0,2149691.0,2149691.0,2149691.0,2149691.0,2149691.0,2149691.0,2149691.0,2149691.0
d,798,2152716.0,2152716.0,2152716.0,2152716.0,2152716.0,2152716.0,2152716.0,2152716.0,2152716.0,2152716.0,2152716.0,2152716.0,2152716.0,2152716.0,2152716.0
d,799,2155551.0,2155551.0,2155551.0,2155552.0,2155552.0,2155552.0,2155552.0,2155552.0,2155552.0,2155552.0,2155552.0,2155552.0,2155552.0,2155552.0,2155552.0
d,801,2160949.0,2160950.0,2160950.0,2160950.0,2160950.0,2160950.0,2160951.0,2160951.0,2160951.0,2160951.0,2160951.0,2160951.0,2160951.0,2160951.0,2160951.0
d,802,2163993.0,2163993.0,2163993.0,2163993.0,2163993.0,2163993.0,2163993.0,2163993.0,2163993.0,2163993.0,2163993.0,2163993.0,2163993.0,2163993.0,2163993.0
d,803,2166732.0,2166732.0,2166732.0,2166732.0,2166732.0,2166732.0,2166732.0,2166732.0,2166732.0,2166732.0,2166732.0,2166732.0,2166732.0,2166732.0,2166732.0
d,804,2168917.0,2168917.0,2168917.0,2168917.0,2168917.0,2168917.0,2168917.0,2168917.0,2168917.0,2168917.0,2168917.0,2168917.0,2168917.0,2168917.0,2168917.0
d,805,2171949.0,2171949.0,2171950.0,2171950.0,2171950.0,2171950.0,2171950.0,2171950.0,2171950.0,2171950.0,2171950.0,2171950.0,2171950.0,2171950.0,2171950.0
d,806,2175125.0,2175126.0,2175126.0,2175126.0,2175126.0,2175126.0,2175126.0,2175126.0,2175126.0,2175126.0,2175126.0,2175126.0,2175126.0,2175126.0,2175126.0
d,807,2178258.0,2178258.0,2178258.0,2178258.0,2178258.0,2178258.0,2178258.0,2178258.0,2178258.0,2178258.0,2178258.0,2178258.0,2178258.0,2178258.0,2178258.0
d,808,2181177.0,2181177.0,2181177.0,2181178.0,2181178.0,2181178.0,2181178.0,2181178.0,2181178.0,2181178.0,2181178.0,2181178.0,2181178.0,2181178.0,2181178.0
d,809,2183688.0,2183688.0,2183689.0,2183689.0,2183689.0,2183689.0,2183689.0,2183689.0,2183689.0,2183689.0,2183689.0,2183689.0,2183689.0,2183689.0,2183689.0
d,810,2186839.0,2186839.0,2186839.0,2186839.0,2186839.0,2186839.0,2186839.0,2186839.0,2186839.0,2186839.0,2186839.0,2186839.0,2186839.0,2186839.0,2186839.0
d,811,2189724.0,2189725.0,2189726.0,2189726.0,2189726.0,2189726.0,2189726.0,2189726.0,2189726.0,2189726.0,2189726.0,2189726.0,2189726.0,2189726.0,2189726.0
d,812,2192136.0,2192136.0,2192136.0,2192136.0,2192136.0,2192136.0,2192136.0,2192136.0,2192136.0,2192136.0,2192136.0,2192136.0,2192136.0,2192136.0,2192136.0
d,813,2195281.0,2195282.0,2195282.0,2195282.0,2195282.0,2195282.0,2195282.0,2195282.0,2195282.0,2195282.0,2195282.0,2195282.0,2195282.0,2195282.0,2195282.0
d,814,2197533.0,2197533.0,2197533.0,2197533.0,2197533.0,2197533.0,2197533.0,2197533.0,2197533.0,2197533.0,2197533.0,2197533.0,2197533.0,2197533.0,2197533.0
d,815,2200659.0,2200659.0,2200659.0,2200659.0,2200659.0,2200659.0,2200659.0,2200659.0,2200659.0,2200659.0,2200659.0,2200659.0,2200659.0,2200659.0,2200659.0
d,816,2203430.0,2203430.0,2203430.0,2203430.0,2203430.0,2203430.0,2203430.0,2203430.0,2203430.0,2203430.0,2203430.0,2203430.0,2203430.0,2203430.0,2203430.0
d,817,2206201.0,2206201.0,2206202.0,2206202.0,2206202.0,2206202.0,2206202.0,2206202.0,2206203.0,2206203.0,2206203.0,2206203.0,2206203.0,2206203.0,2206203.0
d,818,2208531.0,2208531.0,2208531.0,2208531.0,2208531.0,2208531.0,2208531.0,2208531.0,2208531.0,2208531.0,2208531.0,2208531.0,2208531.0,2208531.0,2208531.0
d,819,2211556.0,2211556.0,2211556.0,2211557.0,2211557.0,2211557.0,2211557.0,2211557.0,2211557.0,2211557.0,2211557.0,2211557.0,2211557.0,2211557.0,2211557.0
d,820,2214581.0,2214581.0,2214581.0,2214581.0,2214581.0,2214581.0,2214581.0,2214581.0,2214581.0,2214581.0,2214581.0,2214581.0,2214581.0,2214581.0,2214581.0
d,821,2216829.0,2216830.0,2216830.0,2216830.0,2216831.0,2216831.0,2216831.0,2216831.0,2216831.0,2216831.0,2216831.0,2216831.0,2216831.0,2216831.0,2216831.0
d,822,2220018.0,2220018.0,2220018.0,2220018.0,2220018.0,2220018.0,2220018.0,2220018.0,2220018.0,2220018.0,2220018.0,2220018.0,2220018.0,2220018.0,2220018.0
d,823,2223060.0,2223060.0,2223061.0,2223061.0,2223061.0,2223061.0,2223061.0,2223062.0,2223062.0,2223062.0,2223062.0,2223062.0,2223062.0,2223062.0,2223062.0
d,824,2225111.0,2225111.0,2225111.0,2225111.0,2225111.0,2225111.0,2225111.0,2225111.0,2225111.0,2225111.0,2225111.0,2225111.0,2225111.0,2225111.0,2225111.0
d,825,2227663.0,2227663.0,2227664.0,2227664.0,2227664.0,2227664.0,2227664.0,2227664.0,2227664.0,2227664.0,2227664.0,2227664.0,2227664.0,2227664.0,2227664.0
d,826,2230620.0,2230621.0,2230621.0,2230621.0,2230621.0,2230621.0,2230621.0,2230621.0,2230632.0,2230632.0,2230632.0,2230632.0,2230632.0,2230632.0,2230632.0
d,827,2233371.0,2233371.0,2233372.0,2233372.0,2233372.0,2233372.0,2233372.0,2233373.0,2233373.0,2233373.0,2233373.0,2233373.0,2233373.0,2233373.0,2233373.0
d,828,2236253.0,2236253.0,2236253.0,2236253.0,2236253.0,2236253.0,2236253.0,2236253.0,2236253.0,2236253.0,2236253.0,2236253.0,2236253.0,2236253.0,2236253.0
d,829,2238565.0,2238565.0,2238565.0,2238565.0,2238565.0,2238565.0,2238565.0,2238565.0,2238565.0,2238565.0,2238565.0,2238566.0,2238566.0,2238566.0,2238566.0
d,830,2241712.0,2241712.0,2241713.0,2241713.0,2241713.0,2241713.0,2241713.0,2241713.0,2241713.0,2241713.0,2241713.0,2241713.0,2241714.0,2241714.0,2241714.0
d,831,2244076.0,2244076.0,2244076.0,2244076.0,2244076.0,2244076.0,2244076.0,2244076.0,2244076.0,2244076.0,2244076.0,2244076.0,2244076.0,2244076.0,2244076.0
d,832,2246459.0,2246459.0,2246460.0,2246460.0,2246460.0,2246460.0,2246460.0,2246460.0,2246460.0,2246460.0,2246460.0,2246461.0,2246461.0,2246461.0,2246461.0
d,833,2249056.0,2249056.0,2249056.0,2249056.0,2249056.0,2249056.0,2249056.0,2249056.0,2249056.0,2249056.0,2249056.0,2249056.0,2249056.0,2249056.0,2249056.0
d,834,2251684.0,2251685.0,2251685.0,2251686.0,2251686.0,2251686.0,2251686.0,2251686.0,2251686.0,2251686.0,2251686.0,2251686.0,2251686.0,2251686.0,2251686.0
d,835,2254709.0,2254710.0,2254710.0,2254711.0,2254711.0,2254711.0,2254711.0,2254711.0,2254711.0,2254711.0,2254711.0,2254711.0,2254711.0,2254711.0,2254712.0
d,836,2257816.0,2257816.0,2257816.0,2257816.0,2257816.0,2257816.0,2257816.0,2257816.0,2257816.0,2257816.0,2257816.0,2257816.0,2257816.0,2257816.0,2257816.0
d,837,2260798.0,2260798.0,2260799.0,2260799.0,2260799.0,2260799.0,2260799.0,2260799.0,2260799.0,2260799.0,2260800.0,2260800.0,2260800.0,2260800.0,2260800.0
d,838,2263595.0,2263595.0,2263595.0,2263595.0,2263595.0,2263595.0,2263595.0,2263595.0,2263595.0,2263595.0,2263595.0,2263595.0,2263595.0,2263595.0,2263595.0
d,839,2266863.0,2266863.0,2266863.0,2266863.0,2266863.0,2266863.0,2266863.0,2266863.0,2266863.0,2266863.0,2266863.0,2266863.0,2266863.0,2266863.0,2266863.0
d,840,2269009.0,2269010.0,2269011.0,2269011.0,2269011.0,2269011.0,2269011.0,2269011.0,2269011.0,2269011.0,2269011.0,2269011.0,2269011.0,2269011.0,2269011.0
d,841,2271857.0,2271858.0,2271858.0,2271858.0,2271858.0,2271858.0,2271858.0,2271858.0,2271858.0,2271858.0,2271858.0,2271858.0,2271858.0,2271858.0,2271858.0
d,842,2275173.0,2275173.0,2275173.0,2275173.0,2275173.0,2275173.0,2275173.0,2275173.0,2275173.0,2275173.0,2275173.0,2275173.0,2275173.0,2275173.0,2275173.0
d,843,2277363.0,2277363.0,2277363.0,2277363.0,2277363.0,2277363.0,2277363.0,2277363.0,2277363.0,2277363.0,2277363.0,2277363.0,2277363.0,2277363.0,2277363.0
d,844,2279839.0,2279839.0,2279839.0,2279839.0,2279839.0,2279839.0,2279839.0,2279839.0,2279839.0,2279839.0,2279839.0,2279839.0,2279839.0,2279839.0,2279839.0
d,845,2282626.0,2282627.0,2282627.0,2282627.0,2282628.0,2282628.0,2282628.0,2282628.0,2282628.0,2282628.0,2282628.0,2282628.0,2282628.0,2282628.0,2282628.0
d,846,2284982.0,2284982.0,2284982.0,2284982.0,2284982.0,2284982.0,2284983.0,2284983.0,2284983.0,2284983.0,2284983.0,2284983.0,2284983.0,2284983.0,2284983.0
d,847,2288038.0,2288039.0,2288040.0,2288040.0,2288040.0,2288040.0,2288040.0,2288040.0,2288040.0,2288040.0,2288040.0,2288040.0,2288040.0,2288040.0,2288040.0
d,848,2290720.0,2290721.0,2290722.0,2290722.0,2290722.0,2290722.0,2290722.0,2290722.0,2290722.0,2290722.0,2290722.0,2290722.0,2290723.0,2290723.0,2290723.0
d,849,2292993.0,2292993.0,2292993.0,2292993.0,2292993.0,2292993.0,2292993.0,2292993.0,2292993.0,2292993.0,2292993.0,2292993.0,2292993.0,2292993.0,2292993.0
d,850,2296085.0,2296085.0,2296086.0,2296086.0,2296086.0,2296086.0,2296086.0,2296086.0,2296086.0,2296086.0,2296086.0,2296086.0,2296086.0,2296086.0,2296086.0
d,851,2298602.0,2298603.0,2298604.0,2298604.0,2298604.0,2298604.0,2298604.0,2298604.0,2298604.0,2298604.0,2298604.0,2298604.0,2298604.0,2298604.0,2298604.0
d,852,2300914.0,2300914.0,2300915.0,2300915.0,2300915.0,2300915.0,2300915.0,2300915.0,2300916.0,2300916.0,2300916.0,2300916.0,2300916.0,2300916.0,2300916.0
d,853,2302683.0,2302683.0,2302683.0,2302683.0,2302683.0,2302683.0,2302683.0,2302683.0,2302683.0,2302683.0,2302683.0,2302683.0,2302683.0,2302683.0,2302683.0
d,854,2304956.0,2304956.0,2304956.0,2304956.0,2304956.0,2304956.0,2304956.0,2304956.0,2304956.0,2304956.0,2304956.0,2304956.0,2304956.0,2304956.0,2304956.0
d,855,2307883.0,2307883.0,2307884.0,2307884.0,2307884.0,2307884.0,2307884.0,2307884.0,2307884.0,2307884.0,2307884.0,2307884.0,2307884.0,2307884.0,2307884.0
d,856,2310141.0,2310141.0,2310141.0,2310141.0,2310141.0,2310141.0,2310141.0,2310141.0,2310141.0,2310141.0,2310141.0,2310141.0,2310141.0,2310141.0,2310141.0
d,857,2313447.0,2313447.0,2313451.0,2313451.0,2313452.0,2313452.0,2313452.0,2313452.0,2313452.0,2313452.0,2313452.0,2313452.0,2313452.0,2313452.0,2313452.0
d,858,2316110.0,2316110.0,2316111.0,2316111.0,2316111.0,2316111.0,2316111.0,2316111.0,2316111.0,2316111.0,2316111.0,2316111.0,2316111.0,2316111.0,2316112.0
d,859,2319276.0,2319276.0,2319277.0,2319277.0,2319277.0,2319277.0,2319277.0,2319277.0,2319277.0,2319277.0,2319277.0,2319277.0,2319277.0,2319277.0,2319277.0
d,860,2322083.0,2322083.0,2322083.0,2322083.0,2322083.0,2322083.0,2322083.0,2322083.0,2322083.0,2322083.0,2322083.0,2322083.0,2322083.0,2322083.0,2322083.0
d,861,2324402.0,2324403.0,2324404.0,2324404.0,2324404.0,2324404.0,2324404.0,2324404.0,2324404.0,2324404.0,2324404.0,2324404.0,2324404.0,2324404.0,2324404.0
d,862,2327611.0,2327611.0,2327611.0,2327611.0,2327611.0,2327611.0,2327611.0,2327611.0,2327611.0,2327611.0,2327611.0,2327611.0,2327611.0,2327611.0,2327611.0
d,863,2330053.0,2330053.0,2330053.0,2330053.0,2330053.0,2330053.0,2330053.0,2330053.0,2330053.0,2330053.0,2330053.0,2330053.0,2330053.0,2330053.0,2330053.0
d,864,2333211.0,2333211.0,2333211.0,2333211.0,2333211.0,2333211.0,2333211.0,2333211.0,2333211.0,2333211.0,2333211.0,2333211.0,2333211.0,2333211.0,2333211.0
d,865,2336322.0,2336322.0,2336322.0,2336322.0,2336322.0,2336322.0,2336322.0,2336322.0,2336322.0,2336322.0,2336322.0,2336322.0,2336322.0,2336322.0,2336322.0
d,866,2339494.0,2339494.0,2339494.0,2339494.0,2339495.0,2339495.0,2339495.0,2339495.0,2339495.0,2339495.0,2339495.0,2339495.0,2339495.0,2339495.0,2339495.0
d,867,2342072.0,2342072.0,2342073.0,2342073.0,2342073.0,2342073.0,2342073.0,2342073.0,2342073.0,2342073.0,2342073.0,2342073.0,2342073.0,2342073.0,2342074.0
d,868,2345106.0,2345106.0,2345107.0,2345107.0,2345107.0,2345107.0,2345107.0,2345107.0,2345108.0,2345108.0,2345108.0,2345108.0,2345108.0,2345108.0,2345108.0
d,869,2348291.0,2348291.0,2348291.0,2348291.0,2348291.0,2348291.0,2348291.0,2348291.0,2348291.0,2348291.0,2348291.0,2348291.0,2348291.0,2348291.0,2348291.0
d,870,2350517.0,2350518.0,2350518.0,2350518.0,2350518.0,2350518.0,2350518.0,2350518.0,2350518.0,2350518.0,2350518.0,2350519.0,2350519.0,2350519.0,2350519.0
d,871,2353077.0,2353078.0,2353078.0,2353078.0,2353082.0,2353082.0,2353082.0,2353082.0,2353082.0,2353082.0,2353082.0,2353082.0,2353082.0,2353082.0,2353082.0
d,872,2355495.0,2355495.0,2355495.0,2355495.0,2355495.0,2355495.0,2355495.0,2355495.0,2355495.0,2355495.0,2355495.0,2355495.0,2355495.0,2355495.0,2355495.0
d,873,2358946.0,2358947.0,2358947.0,2358947.0,2358947.0,2358947.0,2358947.0,2358947.0,2358948.0,2358948.0,2358948.0,2358948.0,2358948.0,2358948.0,2358948.0
d,874,2361558.0,2361558.0,2361558.0,2361558.0,2361558.0,2361558.0,2361558.0,2361558.0,2361558.0,2361558.0,2361558.0,2361558.0,2361558.0,2361558.0,2361558.0
d,875,2364655.0,2364655.0,2364656.0,2364656.0,2364656.0,2364656.0,2364656.0,2364656.0,2364656.0,2364656.0,2364657.0,2364657.0,2364657.0,2364657.0,2364657.0
d,876,2367793.0,2367793.0,2367793.0,2367793.0,2367793.0,2367793.0,2367793.0,2367793.0,2367793.0,2367793.0,2367793.0,2367793.0,2367793.0,2367793.0,2367793.0
d,877,2370240.0,2370240.0,2370240.0,2370240.0,2370241.0,2370241.0,2370241.0,2370241.0,2370241.0,2370241.0,2370241.0,2370241.0,2370241.0,2370241.0,2370241.0
d,878,2372655.0,2372655.0,2372655.0,2372655.0,2372655.0,2372655.0,2372655.0,2372655.0,2372655.0,2372655.0,2372655.0,2372655.0,2372655.0,2372655.0,2372655.0
d,879,2375203.0,2375203.0,2375204.0,2375204.0,2375204.0,2375204.0,2375204.0,2375204.0,2375204.0,2375204.0,2375204.0,2375204.0,2375204.0,2375204.0,2375204.0
d,880,2377932.0,2377932.0,2377933.0,2377933.0,2377933.0,2377933.0,2377933.0,2377933.0,2377933.0,2377933.0,2377933.0,2377933.0,2377933.0,2377934.0,2377934.0
d,881,2380652.0,2380652.0,2380652.0,2380652.0,2380652.0,2380652.0,2380652.0,2380652.0,2380652.0,2380652.0,2380652.0,2380652.0,2380652.0,2380652.0,2380652.0
d,882,2383713.0,2383714.0,2383714.0,2383714.0,2383714.0,2383714.0,2383714.0,2383714.0,2383714.0,2383714.0,2383714.0,2383714.0,2383714.0,2383714.0,2383714.0
d,883,2386319.0,2386319.0,2386320.0,2386320.0,2386320.0,2386320.0,2386320.0,2386320.0,2386320.0,2386320.0,2386320.0,2386320.0,2386320.0,2386320.0,2386320.0
d,884,2389045.0,2389045.0,2389045.0,2389045.0,2389045.0,2389045.0,2389045.0,2389045.0,2389045.0,2389045.0,2389045.0,2389045.0,2389045.0,2389045.0,2389045.0
d,885,2391966.0,2391966.0,2391966.0,2391966.0,2391966.0,2391966.0,2391966.0,2391966.0,2391966.0,2391966.0,2391966.0,2391966.0,2391966.0,2391966.0,2391966.0
d,886,2394285.0,2394286.0,2394286.0,2394286.0,2394287.0,2394287.0,2394287.0,2394287.0,2394287.0,2394287.0,2394287.0,2394287.0,2394287.0,2394287.0,2394287.0
d,887,2397147.0,2397148.0,2397148.0,2397148.0,2397148.0,2397148.0,2397148.0,2397148.0,2397148.0,2397149.0,2397149.0,2397149.0,2397149.0,2397149.0,2397149.0
d,888,2400247.0,2400247.0,2400248.0,2400248.0,2400248.0,2400249.0,2400249.0,2400249.0,2400249.0,2400249.0,2400249.0,2400249.0,2400249.0,2400249.0,2400249.0
d,889,2403222.0,2403222.0,2403222.0,2403222.0,2403222.0,2403222.0,2403222.0,2403222.0,2403222.0,2403222.0,2403222.0,2403222.0,2403222.0,2403222.0,2403222.0
d,890,2405499.0,2405499.0,2405499.0,2405499.0,2405499.0,2405500.0,2405500.0,2405500.0,2405500.0,2405500.0,2405500.0,2405500.0,2405500.0,2405500.0,2405500.0
d,891,2407993.0,2407993.0,2407993.0,2407993.0,2407993.0,2407993.0,2407993.0,2407993.0,2407993.0,2407993.0,2407993.0,2407994.0,2407994.0,2407994.0,2407994.0
d,892,2411168.0,2411168.0,2411169.0,2411169.0,2411169.0,2411169.0,2411169.0,2411169.0,2411169.0,2411169.0,2411169.0,2411169.0,2411169.0,2411169.0,2411170.0
d,893,2414025.0,2414025.0,2414025.0,2414025.0,2414025.0,2414025.0,2414025.0,2414025.0,2414025.0,2414025.0,2414025.0,2414025.0,2414025.0,2414025.0,2414025.0
d,894,2417164.0,2417164.0,2417164.0,2417164.0,2417164.0,2417164.0,2417164.0,2417164.0,2417164.0,2417164.0,2417164.0,2417164.0,2417164.0,2417164.0,2417164.0
d,895,2419386.0,2419386.0,2419386.0,2419386.0,2419386.0,2419386.0,2419386.0,2419386.0,2419386.0,2419386.0,2419386.0,2419386.0,2419386.0,2419386.0,2419386.0
d,896,2422084.0,2422084.0,2422085.0,2422085.0,2422085.0,2422085.0,2422085.0,2422085.0,2422085.0,2422085.0,2422085.0,2422085.0,2422085.0,2422085.0,2422085.0
